content,rating,type,publishedDate,tokenization,text,sequence_num,status,origin
營主熱情好客，園區生態豐富，景觀優美又有步道，鄰近景點多,5,2,2021/05/08,,營主熱情好客園區生態景觀優美步道鄰近景點,80,1,1
烤肉的食材內容普通，如果去的成員男生偏多的話會有點不夠吃，可以自己準備煮個火鍋會比較好一點！但營區都還有賣一些酒，不夠喝的可以補充，對酒鬼來說還不錯（？暖氣很小一台，四人帳感覺有點不夠用～佈置帳篷的燈泡燈條還有小布條感覺需要再定期維修跟護理一下，有些燈泡都破掉了，感覺很容易割到手，小布條有些都偏髒偏舊了洗澡的水在冷熱調節上比較不穩定，想要溫度適中比較難調整早餐的部分是米粉湯，沒有很好吃，米粉偏乾跟硬，泡入湯裡還是很硬，而且等很久早餐才來⋯帳跟帳之間規劃還算可以！跟附近景點的距離很近，很方便逛整體來說普通！,3,2,2024/04/07,,烤肉食材內容成員男生偏多吃煮火鍋一點營區賣酒喝補充酒鬼不錯暖氣很小一台四人帳感覺佈置帳篷燈泡燈條布條感覺定期維修護理燈泡破掉感覺割到手布條偏髒偏舊洗澡水冷熱調節穩定想要溫度適中難調整早餐米粉湯好吃米粉偏乾硬泡入湯裡硬久早餐帳跟帳之間規劃算景點距離很近逛整體,81,0,1
此次入住情人營，外型可愛，二人一室剛好。戲水池有充氣滑梯，還可以借小孩泳具，有沙坑等設施，小孩超愛。晚餐火鍋和早餐吃飽沒問題。園區維護的還不錯，哈比小屋傍晚點燈很有氣氛。店狗奶茶很溫和。園區難免有蚊子，記得做好防蚊措施。值得回訪的營地。,5,2,2023/05/08,,入住情人營外型可愛二人一室戲水池充氣滑梯小孩泳具沙坑設施小孩超愛晚餐火鍋早餐吃飽園區維護的還不錯哈比小屋傍晚點燈氣氛店狗奶茶溫和園區難免蚊子記得做好防蚊措施值得回訪營地,82,1,1
地點離淺水灣超近! 其實走路就可以到了但老闆還是很熱心的載我們過去~ 神殿帳的冷氣很涼，原本怕會很熱但完全不會! 帳篷裡也很乾淨，睡了兩晚都沒有過敏,5,2,2023-07-26T00:42:37+08:00,,地點淺水灣超近走路老闆熱心載神殿帳的冷氣很涼原本很熱帳篷裡也乾淨睡兩晚過敏,83,1,1
服務好，但晚餐烤肉食材尚有進步空間，頂級減脂牛腹肉幾乎都是油，醃製里肌很鹹，菜量不多，餐點部分需再用點心思。週末至營區露營，帳與臨帳距離搭設很近，充氣床墊翻身聲音很大。洗澡水有不夠熱的情形，雖是主打奢野露營，但較像是提供裝備的懶人露營，未達到豪華的享受。,3,2,2023/05/07,,服務晚餐烤肉食材尚有空間頂級減脂牛腹肉油醃製里肌鹹菜量餐點需再點心思週末營區露營帳與臨帳距離搭設很近充氣床墊翻身聲音很大洗澡水熱的情形主打奢野露營像是提供裝備懶人露營未豪華享受,84,0,1
服務人員態度很差!尤其主管級!狂風暴雨建議不要前往，有問題人員不會體諒互相，真的很失望!,1,2,2022/05/08,,服務人員態度很差主管級狂風暴雨建議前往人員體諒真的失望,85,-1,1
在這裡住很舒服，早上起床可以散步梅花湖，我們住的是莫內房，房裡有衛浴，衛浴的香氛很好聞，服務人員態度很好。,5,2,2023/09/07,,住舒服早上起床散步梅花湖住莫內房房裡衛浴衛浴香氛好聞服務人員態度,86,1,1
帳篷裡有溫泉可以泡非常理想，晚上餐點烤肉吧還不錯！很像夜市燒烤大眾化口味小孩非常喜歡！,5,2,2023/05/07,,帳篷裡有溫泉泡理想晚上餐點烤肉吧還不錯夜市燒烤大眾化口味小孩喜歡,87,1,1
懶人豪華露營glamping，相對於其他豪華露營glamping價位算是較親民。2022年2月開幕，設施還算新穎，有山泉水泳池、電動卡丁車、戶外射箭設施使用。帳棚有提供提供冷氣，但冷氣位置欠佳導致腰部以上是熱氣以下是涼爽的。缺點是硬體維護欠佳，泳池的充氣泳圈消氣、盥洗室走道地板部分塌陷泥水外滲、晚餐用餐區域為一座溫室空間僅有一台空調冷氣不足，夏天用餐是罪受的。入住當天好幾組YOUTUBER拍攝，很不熱鬧。,3,2,2022/08/03,,懶人豪華露營glamping豪華露營glamping價位算是親民2022年月開幕設施算新穎山泉水泳池電動卡丁車戶外射箭設施帳棚提供提供冷氣冷氣位置欠佳導致腰部熱氣涼爽缺點硬體維護欠佳泳池充氣泳圈消氣盥洗室走道地板塌陷泥水外滲晚餐用餐區域為一座溫室空間僅有一台空調冷氣夏天用餐罪受入住當天好幾組YOUTUBER拍攝熱鬧,88,0,1
用餐地方的服務員-曉玲，服務非常好哦小朋友的生日旅行選這裡很值得，有一些小活動跟小玩具，讓原本哭的小孩都笑了,5,2,2023/07/07,,用餐地方服務員曉玲服務小朋友生日旅行選值得活動玩具原本哭小孩笑,89,1,1
"平日露營收費 1500晚上12點 還有露客在唱歌打電話找營主直接轉語音打緊急聯絡電話 也沒有人接打line 也沒人結論 完全沒在管理 放任露客自生自滅晚上要放鬆好好睡覺,不推薦晚上不睡要鬧翻天就來吧",1,2,2022/05/08,,平日露營收費1500晚上12點露客唱歌打電話找營主轉語音打緊急聯絡電話人接line沒人結論管理放任露客自生自滅晚上放鬆好好睡覺推薦晚上睡鬧翻天,90,-1,1
員工態度及服務良好，當我們有任何需求的時候，也會盡力依現場狀況滿足我們。營區舒適、佈置漂亮，也有盪鞦韆，很適合朋友一起來這邊聚！,5,2,2023-08-03T12:57:20+08:00,,員工態度服務需求盡力現場狀況營區舒適佈置漂亮盪鞦韆適合朋友聚,91,1,1
這真是我住過最差勁的露營地了！1）廁所男女都各只有 3間廁所、2間淋浴，但卻要大家一起共用2）一人要2000多塊，但卻是睡氣墊床、廁所超遠的帳區希真心奉勸大家不要被騙了，不要當冤大頭！,1,2,2021/05/07,,住過差勁露營地廁所男女間廁所間淋浴共用一人要2000多塊卻是睡氣墊床廁所超遠帳區希真心奉勸被騙冤大頭,92,-1,1
這次入住天馬號和雲端號，一泊四食，一間一萬五千多，露營車設備不錯，下午茶品項不多，但都還不錯吃，早餐普通，晚餐很豐盛可以吃很飽（自己煮），所以沒有去吃消夜。比較失望的是遊樂設施，游泳池的更衣室沒有置物架，更衣很不方便，摩天輪玩一玩會卡住，卡在上面很傻眼，室內的遊樂區不大，也不如其他親子飯店。整體來說來以這個價錢體驗一次就夠了，不會想來第二次。,2,2,2023/06/07,,入住天馬號和雲端號一泊四食一間一萬五千多露營車設備不錯下午茶品項但都還不錯吃早餐晚餐豐盛吃很飽煮吃消夜失望遊樂設施游泳池更衣室置物架更衣摩天輪玩一玩會卡住卡傻眼室內遊樂區親子飯店整體價錢體驗就夠想來第二次,93,-1,1
小QQ第一次植物藍染DIY活動.......好有趣，也累死媽媽了........推薦eva老師，超有耐心...,5,2,2023/07/07,,QQ第一次植物藍染DIY活動.......有趣累死媽媽........推薦eva老師超有耐心,94,1,1
服務很棒！會有服務人員幫忙拿行李！設備很齊全！環境也很乾淨！推,5,2,2024/02/07,,服務很棒服務人員幫忙行李設備齊全環境乾淨推,95,1,1
食材準備的很豐盛還怕我們吃不夠接待人員也都很細心體貼美好的露營體驗！,5,2,2023/05/09,,食材豐盛吃接待人員細心體貼美好露營體驗,96,1,1
工作人員直接把塑膠袋丟進營火裡面燃燒然後讓旅客烤棉花糖震驚我了,1,2,2023/05/07,,工作人員塑膠袋丟進營火燃燒旅客烤棉花糖震驚,97,-1,1
過年期間過來露營很棒的營區，營區服務人員超好有禮貌有需求立即處理，可以看海放空的營區，很可惜酒吧沒有開！有點失望！廁所、淋浴設備在清潔乾淨一點就更優秀了！營區不可以帶寵物最好表示在首頁這樣比較清楚！四天三夜假期結束了！下次還要再來希望可以提供泳衣脫水機跟烘衣機設備可以提供更好的服務！,5,2,2023/05/06,,過年期間露營很棒營區營區服務人員超好禮貌需求看海放空營區可惜酒吧開失望廁所淋浴設備清潔乾淨一點優秀營區寵物首頁比較清楚四天三夜假期結束下次再來希望提供泳衣脫水機烘衣機設備提供更好服務,98,1,1
爛地方熱水人才幾個在洗就沒了，要等半夜沒人搶水廁所髒死，水力根本不夠，大便沖不掉,1,2,2023/05/08,,爛地方熱水人才幾個洗半夜沒人搶水廁所髒死水力大便沖掉,99,-1,1
超棒服務態度好喜歡露營的這地方超贊空氣清新,5,2,2018/05/07,,超棒服務態度喜歡露營地方超贊空氣清新,100,1,1
工作人員很熱情、服務周到，阿倫、正洋謝謝你們。,5,2,2022/05/07,,工作人員熱情服務周到阿倫正洋謝謝你們,101,1,1
來住這間本來是為了景觀，還特別挑了地點（價錢有差），結果一進帳篷發現根本看不清楚海，都是霧的。,3,2,2023/07/07,,住這間本來為景觀特別挑地點價錢有差一進帳篷發現看不清楚海霧,102,0,1
Eva服務人員很輕切服務很好～～有遊園車可以載行李讚讚！露營區很大️，有很多遊樂器材大小孩都可以玩～,5,2,2023/05/07,,Eva服務人員很輕切服務遊園車載行李讚讚露營區很大️遊樂器材小孩玩,103,1,1
園區不小，但可玩性不太多，就是能開開電動車，喝喝咖啡,4,2,2023/05/06,,園區不小可玩性不太多開開電動車喝喝咖啡,104,1,1
雖然海拔不高但風景依舊美麗！服務人員親切熱心，食材新鮮美味！廁所很乾淨+分！,5,2,2023/09/07,,海拔不高風景依舊美麗服務人員親切熱心食材新鮮美味廁所乾淨分,105,1,1
地點很漂亮，雖然不是很高山，卻有很高山上的自然環境。老闆人很好，很細心解說，這次體驗很棒,5,2,2024-02-15T13:58:30+08:00,,地點很漂亮高山高山自然環境老闆細心解說體驗很棒,106,1,1
這裡的晚餐跟早餐真的很不錯，只怕你吃不下，完全不怕你來吃，工作人員都非常親切，又有獨立的衛浴，水壓也非常夠，設計的物品都很有質感，假日才有的瑜伽活動非常值得上。總之，在向海那樣露營挺適合不想太累但又能美美的露營感。,5,2,2023/05/07,,晚餐早餐真的不錯吃不下吃工作人員親切獨立衛浴水壓夠設計物品質感假日瑜伽活動值得向海露營挺適合不想太累美美露營感,107,1,1
8個人3萬多⋯⋯貴又爛不是錢的問題，是服務態度差下雨天到這說會幫忙拿行李但讓我們的行李就在外面淋雨這發生什麼事情了？當下跟工作人員說得到的回答卻是：哦這樣像話嗎？是全世界每個人都行李都防水？吃完飯的時候自己收拾拿去丟工作人員說要廚餘分開處理工作人員：殼要另外丟當下食物跟殼混在一起還在想要怎麼分開用工作人員卻說：殼要分開丟有什麼問題嗎？哪裡聽不懂？你聽到不會不高興？服務態度真的不要這麼差我真的不知道4.8顆星是怎麼來的是花錢買評價嗎？爛成這樣憑什麼收這個錢服務業很辛苦我知道，但這樣誰會想來,1,2,2021/05/08,,萬多貴又爛錢服務態度差下雨天這說幫忙行李行李外面淋雨發生事情工作人員說回答卻是話全世界行李防水吃完飯收拾丟工作人員說要廚餘分開工作人員殼丟食物殼混還在想要分開工作人員卻說殼分開丟有聽不懂聽到服務態度真的差真的4.8顆星花錢買評價爛成收錢服務業辛苦想來,108,-1,1
優點是地理位置絕佳，景色很美，營外就是環湖自行車道，sup換裝沐浴方便。日出團很讃，教練也算用心。但營區工作人員沒有溫度，感受不到熱忱。水管屋黴味很重，睡袋也臭臭的。此外早餐的內容及份量也令人傻眼。收費並不便宜，可以更用心才是。,3,2,2023/05/08,,優點地理位置絕佳景色美營外環湖自行車道換裝沐浴日出團讃教練算用心營區工作人員溫度感受不到熱忱水管屋黴味重睡袋臭臭早餐內容份量令人傻眼收費便宜用心,109,0,1
環境很清幽，很多戶外玩具可借、桌遊！一進停車場沒多久，就有人開高爾夫球車來接我們服務很好！人員也都很親切！房間也很棒,5,2,2024/04/06,,環境清幽戶外玩具可借桌遊一進停車場沒多久有人開高爾夫球車來接服務人員親切房間很棒,110,1,1
"老闆親切有趣,東西好吃環境優美,帳篷內舒適好睡,應有盡有,一年四季都很適合來渡假的好所在！",5,2,2021/05/07,,老闆親切有趣東西好吃環境優美帳篷舒適睡應有盡有一年四季適合渡假,111,1,1
此次訂位草皮區，收帳時全部都是大黑蟻，每根營柱都躲一團螞蟻，草皮區不能丟樂樂棒球(海綿球），當天排水不通，洗澡時腳下會有髒水浮出，車道兩旁帳位M21~M25螞蟻多。,1,2,2024/02/08,,訂位草皮區收帳時全部都是黑蟻每根營柱躲一團螞蟻草皮區丟樂樂棒球海綿球當天排水不通洗澡時腳下髒水浮出車道兩旁帳位M21M25螞蟻,112,-1,1
傍山依水 環境優美 規劃完善 親子旅遊 頂極設施 露營首選,5,2,2022/05/08,,傍山依水環境優美規劃完善親子旅遊頂極設施露營首選,113,1,1
風景很美 環境很棒 沙灘車的體驗不錯唯一美中不足的就是洗澡的水溫不太好調整,5,2,2023/05/08,,風景美環境很棒沙灘車體驗不錯唯一美中不足洗澡水溫不太好調整,114,1,1
服務，景色，住宿，餐點，5顆星。住宿客人晚上1點還在吵，cp值不高，少2顆星。景色可以遠眺濁水溪，竹山鎮美景不錯。帳篷舒適（沒有像網路說的霉味），夏天晚上氣溫舒適不熱， 晚餐餐點豐富真的吃不完。如果有要上山，就可以準備自己飲料（啤酒，牛奶...可以協助冰），下午有手作課程，所以從入住，下午茶，手作課程，晚餐，早餐。行程緊湊不無聊，餐桌擺設跟營區營造網美好拍的感覺。管家，小宇跟小成辛苦了， 提供令人印象深刻的服務。可惜遇到一群來狂歡的旅客， 晚上還在吵，發酒瘋，半夜吵到1點還在歡鬧。該露營單價真的頗高，即使4歲及10歲兒童收費也一樣，給小孩難得的體驗以外， 以渡假旅遊角度， cp值個人感覺比較不高。,3,2,2023/05/07,,服務景色住宿餐點顆星住宿客人晚上點還吵cp值不高少顆星景色遠眺濁水溪竹山鎮美景不錯帳篷舒適網路說霉味夏天晚上氣溫舒適不熱晚餐餐點真的吃不完有要上山飲料啤酒牛奶協助冰下午手作課程入住下午茶手作課程晚餐早餐行程緊湊無聊餐桌擺設營區營造網美好拍感覺管家小宇小成辛苦提供令人印象深刻服務可惜一群狂歡旅客晚上還在吵發酒瘋半夜吵到點還歡鬧露營單價真的高歲10歲兒童收費小孩體驗渡假旅遊角度cp值個人感覺不高,115,0,1
