content,rating,status,type,label,sequence_num,publishedDate
海拔約1000營主很用心的把草弄整齊讓我們有更好的草皮可以使用，揪甘心網絡還行，草坪整齊，衛浴設備乾淨有冰箱沙坑，噴水池孩子很愛蚊蟲較少上營區路稍為陡,4,1,1,2,6745,2022/05/07
第一次挑戰梯田式露營區，斜坡陡峭，樓梯多，故建議天黑時能夠在樓梯階梯處設立照明設備，從迷彩雨棚區走到洗手間那條30公尺的階梯就有人摔了兩次，其中一次是抱著小孩，還好孩子沒受傷，但大人手掌手肘挫傷流血破皮，燈光真的是太黑….雖然客人可以帶手電筒照明設備，但是露營場地環境上的「安全措施」還是要做好！即便我知道目前台灣露營的法規尚未實際執行！但希望營主能夠改善。另外，露營的人週五夜衝和週六晚上都會很嗨，但是營規是否要正確執行呢？10點過後音量要輕聲細語，而不是已經11:30了還在放任包區的營友們大肆喧嘩吵鬧，完全沒有在控制音量大小，真的是非常非常糟糕！營地歸「營主」管，那就請營主是否能夠確實執行營規呢？畢竟每一帳都有付費用，營規都應該遵守吧！,2,-1,1,0,4323,2024/04/08
今天包場， 最高級的享受， 加入車床天地的好處 走到哪玩到哪,5,1,1,2,7141,2021/05/07
營主熱情又大方，設備完善，極有人情味的可愛營地，值得一來再來！,5,1,1,2,6030,2022/05/07
白天天氣涼爽 環境乾淨舒適晚上時就可直接在營區看到星星且距離清境農場和武嶺也不遠之後有機會的話 一定會再來二訪真的是一個推推的露營區唷,5,1,1,2,5333,2023/08/08
各個營位都有足夠的距離做區隔，不會互相干擾。浴室24小時都有瓦斯熱水，柴燒熱水19:00~22:00。,5,1,1,2,4245,2023/05/07
營區安靜，隱密良好，浴廁乾淨。第一次夜衝獻給卡普，E3營位，可搭設一房一廳+停一台車，空間很足夠馬桶有免治馬桶，浴室也很大，熱水很快，整體浴廁很乾淨早上風景很美，很讓人放鬆，營主也種很多種水果晚上風大，建議帳篷要下滿釘是一個會在回訪的好營區,5,1,1,2,4702,2022/11/07
"老闆娘超nice,六星級乾濕分離衛浴,還有免治馬桶,處處溫馨體貼設計,值得再去",5,1,1,2,5069,2020/05/08
廁所衛生有待加強，營位非常密集，假日會非常非常吵雜，不喜歡吵雜的就不要選擇此露營區。,2,-1,1,0,644,2023/05/06
群山環繞，冬暖夏涼，又有貼心的導覽，是個好地方，可以自己來看看,5,1,1,2,4680,2023/05/07
哇！很大的露營區，有二個很大很平的廣場式營位，其中一個廣場沿著營位分隔線種植了約三，四米高的樹木，令人有置身於樹林的感覺。另一個廣場其中皆無種植任何樹木簡直是一大片草原。還有二區位於山邊，也是沿著營位線種植了三，四米的樹木，彷如身在森林中。或許是太大片的營區關係，洗滌台及浴廁的規劃不易，使用上稍嫌不足。,4,1,1,2,2239,2021/05/06
值得再訪的營區草地夠大！設施乾淨！營主親切,5,1,1,2,608,2021/05/07
C區4帳包區，營位偏小。我們沒用大電，但是跳電了好幾次。洗澡剛好選到了一間會積水的。營主護草心切，人都還沒下車就一直說不要停這，但也得讓人下裝備啊。兩個老夫妻應該沒有露營，所以不太清楚露友要什麼，環境不錯，但不要把露友當壞人啦,2,-1,1,0,324,2022/05/06
謝謝讓我們一起使用B區 讓小孩玩的空間更大了,4,1,1,2,3509,2018/12/09
滿坑滿谷的螢火蟲營主帶導覽好浪漫好幸福營主熱情、好聊溪水好冰好涼生態很好,5,1,1,2,3455,2024/04/30
一點也不推阿跨年連假居然七早八早整地整地就算了營主養的狗叫整天的阿廁所又髒狂跳電還超接,1,-1,1,0,1092,2022/05/07
很適合團露的營區，營位很大，工作人員友善。小黑蚊有點兇狠，希望小黑蚊能少一點,5,1,1,2,2493,2018/12/17
活動行程也安排的很活潑營主是泰雅族原住民好喜歡原住民朋友他們的個性都非常的熱情、活潑和幽默下午第一活動竹子飯的製作過程教學與介紹晚上晚會也好歡樂及好玩營主帶領我們進入原住民的母語唱歌還有跳舞最後壓軸的搗麻吉體驗活動大家一定要來，超棒的營區而且環境乾淨、浴室及廁所很乾淨沿路風光明眉,5,1,1,2,6677,2020/05/07
營位沒有垃圾桶，要把垃圾拿去廁所外面的垃圾桶丟，營主沒有事先告知有季風問題，風很大導致帳篷及炊事帳被吹壞，地板為石頭地營釘不好叮，且可能是連假前往電壓也不足，請要前往露營的露友要考慮！,1,-1,1,0,5120,2023/05/06
適合親子露營的好地方。洗手間乾淨，用心維護。,5,1,1,2,2993,2023/05/07
"原本參加萬聖節走秀的行程，突然在一陣雨將場景轉為摸蜊仔兼洗褲的體驗行，這雨讓帳篷瞬間倚山傍水，我家前後有小河很怕變成我家飄在河流上，帳篷積水只能土法煉鋼效法大禹挖水道但似乎沒啥用，這場比不上前陣子北部暴雨的雨讓我們決定提早雨中徹帳，深怕這雨下到深夜，一家老小在半夜驚醒會更加恐慌...不過在這場雨之前的體驗都還算不錯，喔對，營釘很難打(可能是我工具太差，且手無縛雞之力)~""~",2,-1,1,0,866,2023/05/06
上面停車都是黑螞蟻 ，要停下面房東不肯 ，結果第二天果真密佈 ，清理時還被咬及手指被夾傷 ，與訂房部達成共識 ，開去埔里車場處理 ，花了1000清理 ，,1,-1,1,0,3468,2020/05/06
美好的連續假期，期待下次再來造訪，營主熱情,5,1,1,2,4103,2023/03/03
"機車露營， 高雄-苗栗沒有蚊蟲涼爽又有好空氣的好營區！水龍頭打開來就是自家的山泉水，泡茶很優！營主夫人健談親切，有什麼問題可以直接反應~這次又有遇到幾位可愛的鄰居們,對我們機露和裝備表露著不可思議的表情！沒錯，機露也能很豪華的，不是克難的哦！",5,1,1,2,5231,2023/12/07
草皮空間大！飲水機、冰箱、冷凍櫃、衛浴設備足～蚊蟲不少（很自然）有提供艾草蚊香驅蚊！兒童沙坑、遊戲區有遮蔭！有遇到大雨～排水建議再加強無提供護草墊,4,1,1,2,6520,2022/05/07
"服務很好。我們這次入住最底層的營區,如果要找營主需要走一小段路,希望營主能在搭營完後巡視營區詢問大家是否有什麼需求?",5,1,1,2,4229,2017/08/21
臨時想露營，直接找到這營區。真的是秘境！最後快到營區的路較小條而且是下坡，加上看導航的話，底下是死路。但還是一直衝下去，結果看到了營區大門就鬆一口氣呢。優點：1.衛浴算大間，洗起來很舒服。2.楓樹區的草皮真的好舒服，直接赤腳感受真的很棒。3.走進營區小徑，可以到很清徹的小溪。營主也很熱情，推薦給大家。,4,1,1,2,774,2022/05/08
這裡真的超棒，環境優美，老闆娘莊主人都超級好。晚上全都是星星，捨不得回去了。非常值得來的一個地方！,5,1,1,2,602,2020/05/06
營區的交通很方便，最重要的是營主夫婦熱情招待，很健談，有冰箱可以使用，小而美的營區！,5,1,1,2,5040,2019/11/19
廁所超級乾淨、距離埔里市區不用10分鐘、露營區主人超級友善及熱心...剩下的優點就留給您親自體驗囉！,5,1,1,2,5187,2021/05/08
用心維護營地的營主，營區生態豐富，浴廁乾淨，很舒服的營區。,5,1,1,2,2312,2022/05/06
熱。可能海拔不夠高，早上被熱醒，已經是黑黑帳了下次要帶手提冷氣去,5,1,1,2,2407,2020/07/14
"草皮加硬土層,算平整,廁所為FRP一體成型的,算可以,電熱水器不會忽冷忽熱,營本部的老屋更值得看130年了",3,0,1,1,5403,2020/05/07
這次露營遇到的是老闆娘，態度很好，因為禮拜日才去所以老闆娘也讓我們自由選擇營位，為此多給一顆星可惜的是1.蒼蠅超級多、一不小心就會從小縫縫飛到帳篷裡，一出去整個都蒼蠅2.螞蟻超級多，感覺螞蟻會直接把蟻窩搬到帳篷裡一樣，整個帳篷裡面都是螞蟻3.有會飛的蟑螂，跟一堆蟲子在帳篷外徘徊4.營區設備可能缺乏照顧，發霉的發霉生鏽的生鏽，真的很可惜，不然欸應該會很美5.營區的燈很少，夜間有點昏暗優點營區其實算美的（如果不看發霉的部分），有湖岸也有溪流，晚上可以聽河流聲睡著，心情蠻愉悅的,3,0,1,1,6559,2023/05/07
環境不錯，反應問題也能迅速處理，希望維持下去！,5,1,1,2,6655,2017/05/02
地點舒適 但晚上非常吵重機的聲音 吵得沒辦法睡有沒有什麼法規可以制止這些高分貝的爛車子,3,0,1,1,1199,2019/05/07
"非常推薦的營區。希望能定時巡一下廁所,因為人多時廁所衛生紙一下就用完了,洗澡的尖峰時段能詢問一下洗澡設備是否有問題?因為剛好挑到一間沒熱水的浴室,但告訴營主後營主也馬上緊急處理了,非常感謝!",5,1,1,2,977,2017/08/21
晚間十點過後沒有管制超級吵、跟營主反應也沒有處理、第一次遇到這麼糟糕不管營客的營地、錢繳了 人進來了 感覺就不關營地的事了,1,-1,1,0,6510,2021/05/06
地形舒服，有浴室，有廁所，分開的瑕疵處，當天就處理好了所以來時候已看不到哪裡有問題基本就帳篷自己來會辛苦一點先苦後甘，還可以烤肉（指定位置）可以爬山，看夜景來之前需要準備好自己的毛巾能自己帶盥洗用具是最好的另外這邊還可以採草莓可以與小編去溝通不過也有休息時間的喔,5,1,1,2,672,2024/01/08
真正大自然，ㄧ進來就感覺很舒服，說是室外桃源也不為過。,4,1,1,2,2838,2019/05/07
這不是露營區，孩子沒有空地可玩，無路可走，有棚區帳帳相連，隔壁帳整天放音樂，前2帳打麻將喧囂，無法休息，擁擠難受！浴廁數量不足，營主應該在位置安排上重新安排。,1,-1,1,0,5757,2020/05/06
營區整理乾淨俐落浴廁也乾淨，場地分區不容易吵到。而且老闆陪伴著大家一起搭帳篷睡帳篷。,4,1,1,2,6205,2020/05/08
老闆很熱心豪邁，還會帶你去附近景點，晚上還有烤肉，超棒,5,1,1,2,3676,2020/02/29
但最近地震非常頻繁又有大雨（星期六凌晨又發佈地震警報），我跟我的家人也非常擔心走山會有落石，怕到時候我們一家子又上新聞，所以請營主看有什麼方式可以處理，得到的答案，我個人覺得非常傻眼，只能延期半年或4成退費，朋友在別的營區取消，營主也只收200手續費，梅花梯田處理方式真的不ok政府已經呼籲民眾這段時間不要自行上山，怕會有危險。當初是希望在螢火蟲季去貴營地觀賞螢火蟲，雖然營主有說可延期半年，但半年內非營火蟲季，也不願通融延至隔年螢火蟲季，我們只好自行付6成費用。當天訂位30帳退了25帳，難到是只有我們有問題？別的營地也無災情傳出，但營主也酌收200元。,1,-1,1,0,3632,2024/04/30
直接給五星評價營主主辦萬聖節活動很會帶活動營主老板娘人真好營區也漂亮也很乾淨衛浴也乾淨不枉此行….有機會會再回露,5,1,1,2,4025,2023/05/08
好場地，生態豐富，營主很nice，值得一露。。營主是兩位老人家，很想經營場地，但可惜不太會網路行銷，讓許多露營客錯過。如果可以將場地在稍加整理，讓露客可以發現場地的美，就會更棒。場地很適合小包區的家庭，雨棚區也很大很舒適。,5,1,1,2,5365,2019/07/07
"園區很大有美麗的景觀但或許人手不足⋯營區沒什麼整理⋯有點雜亂、彩虹廁所有點髒且兩區廁所都是煙味，插座也在每區遙遠的入口處，搭在每區最內側的最好要有準備10米延長線甚是不便，草地上鋪農業用尼龍黑席無法排水,所幸沒遇見下雨⋯或許主業不是營區吧⋯⋯如果用心規劃相信一定是很棒的營地",3,0,1,1,5439,2020/05/07
營地的空氣超棒 有好多水果樹 營主人超級好還有可愛狗狗 …,5,1,1,2,1141,2023/05/08
這裡是整片綠油油廁所大間算乾淨，水池每天換水溪邊的水清澈有魚有蝦有螃蟹 買東西不遠 算方便唯一缺點是 草片的草過長 蚊蟲就多以後還會來,5,1,1,2,757,2023/07/06
來時帳不多玩的很盡興，可習有點小黑蚊。和營主聊過都有在定期消毒和噴小黑蚊的藥可能是剛下完雨的關西,5,1,1,2,1990,2020/05/08
很棒的營區、很讚的營主。寬廣的草地、很棒的沙坑與溜滑梯，孩子們玩的超開心！最棒的是浴室的熱水非常穩定！謝謝親切的營主熱情招呼～只是剛好遇到施肥週期蒼蠅多了點～其他地方都超棒,5,1,1,2,5801,2018/12/02
第二次造訪營主親切環境優+清潔度山景更是美呆了 …,5,1,1,2,120,2023/05/07
"老闆熱心有專業，親切待人，不急不徐，很棒的一個營地。協助我們搭帳也不吝分享怎麼搭才搭的漂亮，同行友人有一個帳的營柱壞掉，老闆巧手三兩下就修好,超佛心。營本部的浴室很寬很好洗，廁所超乾淨，營區視野很好，很舒服的場地。場地走道跟營本部前方停車區舖碎石下小雨完全不滑，很棒的場地。",5,1,1,2,4121,2021/05/07
風景不錯；環境及人員素質待改善,1,-1,1,0,3615,2019/05/08
有寒流來I區空地擠滿帳篷(我認為超收)沒人帶家用電暖器整晚跳電數次營主處理快速但半夜跳電時就到天亮才電浴室男女各兩間還有男女各一間(浴室加坐式馬桶)男女各一間蹲式廁所吹風機可以在女生側使用冰箱只有浴室旁有河口步道可以走到石秀灣,3,0,1,1,4473,2021/05/08
很放鬆，設備新穎，夏天的避暑好選責.。洗手台旁如能增設個置放平台更佳.,4,1,1,2,5006,2017/08/09
