content,type,label
缺點1.營火晚會沒有活動，只是單純的烤棉花，沒有任何活動，個人覺得很無聊2.價格對上整體感覺CP值不高3.帳篷跟帳篷間相隔太近，很沒有隱私的感覺4.廁所不知道是不是都沒再巡視，廁所衛生紙沒了也沒補，還要拿自己帳篷內的去用5.浴室有蜘蛛網，浴室內也有一些汙垢沒清乾淨，看了有點不舒服6.早餐用餐時間8:00-9:30，我8:30到餐廳吃早餐，稀飯等了至少20分鐘以上才補，等到不想吃早餐優點1.餐點上很有創意(但個人覺得味道普通)2.服務人員態度很好，都很有禮貌3.FB訊息回復速度快4.帳棚內很乾淨舒服，有附電熱毯5.手作體驗雖然只是一般編織的東西，但挺特別的這種價格我個人是不會再去第二次,2,
三星的設備服務五星的收費不推,2,
帳篷很舒服廁所衛浴也很乾淨，店長和店長太太人超好！小偉和阿良讚,2,
免搭帳，免裝備，舒適好眠！餐點美味丶設施豐富，兒子在此玩的很開心！適合想走出戶外又不想大費周章的懶人爸媽！,2,
渡假小屋的廁所不能鎖，洗澡跟上廁所各有一個門，但無法上鎖也沒有鎖，不太ok，就算是一家人也要有點隱私，不能鎖真的不行，淋浴間附的都是洗髮乳，其中一瓶味道跟膠水一樣的塑膠味，蓮蓬頭的水溫，會忽冷忽熱，熱的時候很燙，不易調溫,2,
"夏天來真的會有點熱老闆很熱情，還將自己養的狗狗""咖啡""牽出來招待我們XD晚上坐在戶外吹著海風配上啤酒也是一番享受美中不足就是沙坑感覺沒有整理過，小朋友在玩沙時發現裡面有大便隔天起床就看到有貓咪在沙坑附近 (變相的貓廁所?)另外水冷氣的部分可能也要定時的清理，看到濾網都是灰塵，也可能因為這樣造成不冷",2,
環境整潔，水電機能齊全，除了超大草地可以活動之外，還有全台唯一的越野車駕駛體驗山海越野活動，跟教練一起上山下海探險溯溪刺激有趣非常，適合大人小孩一起玩樂，休憩舒壓渡假露營活動的絕佳場地。,2,
狩獵帳篷很舒適 但小黑蚊非常多建議穿長褲 使用防蚊措施不然人人都有兩隻料多味美紅豆冰,2,
這次是入住木屋帳兩小床的房型，房內麻雀雖小 五臟俱全～二樓的休息區很Chill～看出去的風景真的是海景第一排服務人員Eva、櫃檯接待人員以及餐廳內的服務人員等態度都非常好～讓我們度假感滿滿～尤其是服務人員Eva從停車場接駁一直到帶我們進房間，整個過程的介紹都很清楚、細心，也時刻詢問我們有沒有其他需求，謝謝妳～辛苦了這次有加購全包餐，把費吃到飽真的讓我們都吃的很滿足～但想給一點小小的建議～如果在食材上能夠更加提升，相信一定能夠有更好的餐點水準及用餐體驗,2,
霧繞住第二次，深深愛上著泰雅族的寶地蟬說富有人文特色的露營，在露營當中可看到珍惜文化1、豐富的下午茶，這次櫻花季還符合櫻花元素2、櫻花密集度高，粉紅配上青綠超美3、晚餐富有原住民特色又合味口，早餐實吃4、帳篷很大、挑高，床很好睡，冬天很冷，床有電熱毯超舒服5、櫻花季還有營火活動6、員工服務很有溫度是一個會人想再來的地方，明年繼續來看櫻花，以及要去嘗試霧語,2,
體驗露營跟烤肉的好選擇，營區內沒有太多設施跟風景，建議多安排些周圍的行程，玩累了回來可以享受營區提供的餐點，早餐、下午茶跟晚上的烤肉都非常棒,2,
浴室熱水很熱，洗澡很舒服，老闆人很好，很熱心，服務員態度非常好，環境優美,2,
️️️期待已久的露營車難得只有我們 直接包場老闆娘人很好 …,2,
吹吹風 喝杯熱紅酒 天冷在帳棚外泡個泡麵也是人間美味 配上星空一切堪稱完美舒適 難忘的住宿體驗 …,2,
還不錯，可是熱水洗澡的水忽熱忽冷不夠穩定。,2,
我們很幸運！有人取消預定才可以讓我們這麼臨時也能住到很棒的營區而且還包場~~~~寢具真的很好睡！而且廁所跟浴室就像從飯店搬出來一樣，而且還乾濕分離很適合幾個老好友聚在一起聊天的好地方而且早餐很豐盛吃的很滿足老闆.老闆娘及姐姐都很親切～是很棒的回憶哦,2,
一入住就有下午茶，房間乾淨還帶有舒服香氣雖然當天入住天氣不佳，又濕又冷，但老闆和員工一直來噓寒問暖，擔心會受寒，相當窩心。晚餐火烤兩吃是新竹燒烤名店源初燒肉，好吃沒話說，肉嫩又多汁房間內合作的洗卸產品，泡泡綿密、溫和不刺激，洗完臉不乾澀，保濕度很讚，味道也很舒服，忍不住想要購入了，可以感受到老闆對住宿小細節的高品質要求而且營區只有3個雪球帳和3個景觀小屋，很安靜，很適合好好放鬆一下！小屋外還有櫻花樹，等櫻花季到肯定美翻，已經預定要來賞櫻、搗麻糬、喝小米酒了,2,
市政府委外經營，收費有點貴，熱水池太少，溫度不是太冷，就是太熱，露營場地不錯，但是整理場地的員工口氣很差，態度不好，夏天蚊子很多，冬天比較適合。,2,
入住雙人栗比號，2 大 1 幼兒。房間：尚可，但浴室空間太小，幫娃洗澡很不方便，帶娃應該要住有浴缸的。廁所衛生紙上有一隻小強，洗完澡有點積水，走動時房間會震動。此外一切都完善。下午茶：不太好，只有可頌跟多力多滋好吃，飲品中沒有咖啡，哭哭。烤肉：不錯，烤雞熱熱吃不錯，火鍋蠻好吃的，紅茶蠻好喝的，牛肉要看是什麼人烤的食材很豐富還有協助清潔，很棒。宵夜：普通，泡麵+蛋+青菜+肉片。早餐：普通，很多中式選擇。BonBar：啤酒好喝。遊戲區：超級棒園區：氣氛浪漫，綠意盎然，但是晚上12:00過後不宜散步，有大野狗入園覓食……還有直升機的聲音也確實很大聲，無可避免。整體感受：可以感受到飯店用心良苦的經營，服務人員也很友善，也正因為需要維持的項目太多，反而多而不精，以萬元的住宿品質來說，稍嫌不足。,2,
地理位置不錯 戶外空氣很好 晚餐食物超豐盛 剛好4月去碰到螢火蟲季 看到超多螢火蟲 老闆也很親切 不過比較可惜的是 手作體驗臨時改期且又延遲一小時 白天用餐區會有蠻多蒼蠅陪伴 有點壯觀且蠻干擾用餐 稍微影響了整體的露營體驗 以上純屬個人體驗分享,2,
服務非常好服務人員都非常有耐心空氣很好 也很衛生剛入園就好開心,2,
旗津海景第一排，夜晚看著遠方貨櫃輪繁星般的照明燈，聽著夏夜專屬的清濤拍浪，聞著台灣海峽專屬的海水味，吃著老街上買來的新鮮烤透抽，配著冰涼的啤酒與說不完生活趣事，人生如此，夫復何求 …,2,
環境非常舒服，去的時候是一月，蚊蟲不多，風景優美,2,
營區空間很大，廁所及洗澡空間很乾淨，提供的餐點量也充足，帳篷裡還有冷氣～夥伴們對於這次懶人露營都很滿意！,2,
曉玲姊用餐時關心周到，餐點燒烤的部分令人驚艷，駐唱歌手歌聲非常好聽，很棒的住宿體驗！,2,
風景好，好久沒跟社團學長姐出來玩，上班太辛苦了，很高興來錄影！,2,
營地乾淨設備齊全很好.但是和室住宿超級~~不推薦..房子很舊...房間又窄又矮..溼氣很重...床墊超薄很難睡.....電視也是怪怪的...手機完全收不到訊號..好像有wifi但完全沒有提供密碼...多間和室共用一間室內廁所...淋浴間在外面有一段路程...一路又很暗...晚上帶著小孩去淋浴或上廁所根本看不到路又溼滑....真的是有點可怕又危險可以推薦給愛露營的人但若是希望住宿舒適或有基本水準的人...就不要考慮了...因為和室真的很不方便也不舒服...,2,
環境優雅，餐量很足夠吃的很飽，帳篷裡很乾淨，還會再來光顧,2,
老闆態度差，不會再去了！,2,
地點寬敞，帳篷冷氣很強，床也舒服，工作人員服務態度很好，有機約會下次再來。,2,
第一次也是最後一次.........................................,2,
附近天然景觀及資源較欠缺， 但還算一個安靜的環境。,2,
1.一開始去露營區說防疫很謹慎，所以要跟其他帳分廁所跟盥洗室，結果隔天退房時間還沒到，就有一堆人進來東看西看，還在冰箱冰了他們的東西，導致最後我們要離開都不知道東西有沒有被移動或拿走，然後還跑到各個帳去看裡面，我們帳內還有女生跟小孩，露營區的管理真的很差勁，體驗非常糟糕。2.廁所熱水非常不穩定，入住當天又遇到寒流，然後蓮蓬頭水壓非常大，水量卻很少，導致洗澡身體都很痛，也不能順便洗臉，洗到一半還變成冰水，露營完整個身體都感冒了。,2,
沙發地毯都不乾淨， 半夜一堆螞蟻。 ㄧ泊四食， 晚餐量超少，也沒有特色。大大溫室種菜，蔬食卻給得超吝嗇的。 豪華露營很令人失望！,2,
風景優美 環境很乾淨感覺員工都非常認真在打掃有看到之前的評論 有擔心了一下但來了也沒發現這些問題冷氣暖氣都好好的 真好久久來露營放鬆一下很棒老闆長得好帥下次還要再揪團來,2,
一流的景色，尤其是那漂浮的雲海，營區的每一個小管家也非常親切貼心！！,2,
真的完全一卡皮箱入住，離國道六號很近，離埔里市區開車大概僅10分鐘，要補給也方便，帳篷、衛浴都很乾淨，淋浴的水很強勁，熱水也很充足，晚上水管屋區的燈條很美，適合網美拍照，戲水、沙坑還有遊樂器材也很適合帶小孩來玩。一泊三食真的CP值超高,2,
「一畝田露營區」老闆服務態度非常非常好！「營本部」女營主也非常漂亮且溫柔服務態度也很好！風景漂亮視野遼闊！園區也非常美麗！！！來這裡玩3天2夜我覺得很值得！大推「一畝田露營區」,2,
會想在跨年預定，但是都是先開放給包場的，人數不夠多就無法，讓人不舒服，制度做法讓人無法理解。,2,
強烈建議冬天想要來這邊住的住客，請自行帶暖氣來吹，這邊的暖氣開跟沒開一樣，開了帳篷內15度，沒開10度，除非你不怕冷，不然還是不要活受罪，我當兵的野外露宿體驗都比這邊的體驗好太多了，班長都比這邊的服務人員熱心。PS:被子比我家狗蓋的毯子還薄，整晚不是被冷醒，就是在被冷醒的路上。我住的是201帳，選到這帳的人自己注意,2,
可以很無腦放鬆，氣氛很不錯小心蚊蟲，淺眠注意餐點好吃，房間舒適,2,
got the discount voucher for joining the lucky draw session ! nice place to chill out around sun moon lake !,2,
營主用心經營，很推薦想要輕鬆露營的朋友們!!。環境清幽，衛浴設備都很乾淨，冰箱也很夠用，不會有冰箱臭，營主還幫我們用空拍機紀錄及拍攝，真的很感謝!,2,
寒流來襲 暖氣最高只能設定25度 實在不夠用而且晚上隔壁帳喧嘩到凌晨2點 蠻失望的一次露營,2,
因為是平日去 所以只有我們一組客人。老闆很幽默也很可愛冰箱很大 其實一層就可以放滿食材了 只是沒有其他客人所以幫冰箱塞滿滿衛浴設備很高級！鏡子 洗手台和廁所清理的很乾淨 使用的感覺讓人很安心老闆人很好 幫到我們很多忙（畢竟是新手露營烤肉器材會附烤肉夾 木炭夾 烤網 火種和木炭 現場也會販賣每帳都會有流理臺 會附菜瓜布和洗碗精最方便的是冰箱有冷凍和冷藏 冷凍冰櫃旁有飲水機 房間內也很貼心的附了一個熱水壺 另外也有吹風機 化妝鏡 冷氣 電風扇和馬克杯營區內不管是草皮 還是老闆種的植物都很可愛 看得出來老闆很用心！晚上睡覺還會聽到山羌的聲音 生活在大自然的感覺很好。下次還會再來造訪！,2,
業主非常熱情接待 不怕迷路，走路10分鐘到便利商店，這是兩人份晚餐 歐買尬,2,
這裏原來是童子軍活動營地，位在彰化社頭鄉山腳路清水岩，現委外經營溫泉旅館和兒童體能休憩遊戲的地方，場地寬廣，遊戲設施和項目多元豐富，值得親子同遊。,2,
在klook 上訂購下個月底的營地，就在扣款後幾週，突然收到預定被取消的通知，打去詢問也跟我說此事非個案，已有好幾次這種情況，既然這樣你們都不會改善嗎？還好意思說不只第一次有這情形，我假都預好了你要我改期？既然生意這麼好或者是不想被第三方平台抽成，那就請你們下架啊！或者說你們自己的官網跟第三方平台要各自保留名額！造成消費者這麼大的困擾，一句道歉其他要我們自己想辦法，真的很不負責任！,2,
