content,label,rating,type,publishedDate,tokenization,sequence_num,status,origin,origin_label
涼爽的天氣，美麗的夜景，健談風趣的營主。貼心的提醒氣候變化，工作人員細心的引導至營位。期待下次秋冬季節能再訪，再次體驗不一樣季節的營區體驗,正向,5,1,2023/6/7,,125,1,1,正向
1.廁所太少，洗澡大排長龍。。2.釣魚和玩水的地點真的挺遠的加上有下坡，回來又要上坡回來，所以還是開車去比較好。3.草皮整理的很好，廁所也無異味。4.當天滿多帳的，所以車子也多，因此沒什麼可以打球活動的地方。,中立,4,1,2018/6/3,,126,1,1,正向
昨天臨時起意想來個小露營，感謝營主在禮拜天晚上8點多，騎著機車帶我們穿過小路抵達露營區，到場時發現也只有我們一組。我們在這裡度過了超級悠閒浪漫的小露營。感謝營主下次一定會回訪。,正向,5,1,2022/5/8,,127,1,1,正向
老闆相當親切～種了相當多的果樹，都是外面罕見的，還招待我們吃，真的很好吃！而且帳篷、睡墊等用品都能租借，解決了新手露營的我們很多問題～真心推薦！,正向,5,1,2022/5/8,,128,1,1,正向
很棒地方，可以在小溪第一排露營，晚上睡覺還聽得到潺潺流水聲，走路一分鐘到溪邊，溪邊有一大片區域非常平緩緩，大概只到成人的小腿肚高度，非常安全，露營區有設置雨棚，也保留了雨棚前的碎石跟草地區，非常讓人放鬆，營區附近生態豐富，晚上走一圈看到非常多的青蛙，夏天避暑小朋友玩水放電的好地方，值得一遊!,正向,5,1,2021/5/9,,129,1,1,正向
很棒的露營區，雖然衛浴非五星級，但美景是無價的,正向,4,1,2018/5/8,,130,1,1,正向
夠偏僻才可以看到星座百科大全，夜衝那晚真的被滿天星空感動到！走一小段路就可以到旁邊小溪踏踏水、散步，地理位置很好雖說沒有豪華的設施，但看得出來營主有用心經營，廁所維持的乾乾淨淨，營主有來打招呼很客氣會再造訪此園區的 …,正向,5,1,2022/5/8,,131,1,1,正向
離浪漫台三線，北埔聚落，很近，在梯田平臺上，視野遼闊，空氣絕佳，適合親子的活動場所。,正向,5,1,2018/5/7,,132,1,1,正向
貴露營區整潔又乾淨和適合第一次來露營的新手。,正向,5,1,2023/5/7,,133,1,1,正向
老闆親切，也很樂意幫忙。營區有人造溪流可玩水是一大優勢！,正向,4,1,2020/5/7,,134,1,1,正向
爽030  ，同意樓下 12點還有人再唱歌,負向,5,1,2021/3/29,,135,1,1,正向
沒有蚊子蒼蠅，雨棚營位夠大，衛浴算不錯，個人給高評價。,正向,5,1,2023/5/8,,136,1,1,正向
路況不好，會車很驚險，4X4會好一點；手機只有中華沒台哥大訊號；營地不平，有點難搭；營地走自然風，沒多餘的硬體設備,負向,2,1,2018/5/7,,137,-1,1,負向
11月10號開開心心的要去露營，結果到了營地我們開始搭帳篷放了一點音樂，營主就開始三番兩頭的就上來  找我們麻煩  露營的用意就是要放鬆心情  釋放壓力  反而去到那裡沒有釋放到壓力  限制東限制西的  我還頭一次碰過這樣子的 露營區還有裡面營區的 廁所又很遙遠  熱水又不夠熱水量又小我去過這麼多的營區還是頭一回碰過這樣的露營區我後悔當初沒看過他們的評論原來這家的露營區評論這麼的差希望愛露營的朋友不要再到這家露營區露營受氣  只有一個評價爛  爛  爛透了！,負向,1,1,2023/12/6,,138,-1,1,負向
營區雖不大，有漂亮的草地，乾淨的衛浴，常看到營主在營區整理，看得出用心用感情在經營。營區優點很多，推薦我的最愛，營區旁清徹的溪水，用老闆娘借我們的網子抓到好多蝦，隔天又釣了些溪魚，魚不大但很多，超好釣，小朋友玩玩剛剛好。營區海拔460，營位上方有大樹可遮陽，超適合夏天來露營，又有溪可玩水，CP值超高，。,正向,5,1,2023/5/8,,139,1,1,正向
我很喜歡這個露營區的草皮  可惜傍晚時會有小黑蚊出沒。最令我詬病的是 廁所的環境真的很糟糕 很髒...洗澡的地方 有3間  但其中兩間地上滿滿的灰塵跟落葉 應該沒人用過了 另外一間洗到一半會淹水 水淹到腳踝感覺很噁心！！！ 希望營主可以好好經營這裡的環境！,負向,2,1,2020/5/8,,140,-1,1,負向
可以看得出有用心維護環境，浴廁很乾淨小朋友的活動空間有點不足,中立,3,1,2018/5/7,,141,0,1,中立
場地比較擁擠一點。場地比較擁擠一點，營位之間太近了,中立,4,1,2022/10/17,,142,1,1,正向
對小朋友算親民的營區，浴廁的間數能再多就更好了,中立,5,1,2018/3/11,,143,1,1,正向
老闆人很好，營區很乾淨廁所也有附洗髮精和沐浴乳，而且帳篷老闆也會幫忙搭！,正向,5,1,2019/5/6,,144,1,1,正向
態度差，以後不會去。態度差，一桿子打翻ㄧ船人,負向,1,1,2018/5/20,,145,-1,1,負向
好的露營區，去過就知道。好的露營區，去過就知道，還可以採草莓,正向,5,1,2019/2/19,,146,1,1,正向
營主非常熱情！而且浴廁很乾淨，但洗澡時熱水會比較不穩，所以浴室有放水桶，洗澡時先放到桶子再沖比較好，小孩子如果獨自去洗或幫小孩洗澡，家長要特別注意一下！營位雖然不大，但厚實的草皮很舒服，營主不介意烤肉生火，但要注意使用離地焚火台跟烤肉架，還有防燃墊，熱水跟防蚊液請勿直接噴灑草皮，以免營主辛苦照護的草皮枯死，營主大姊很親切還帶我們去看百年茄苳樹！,正向,5,1,2023/5/7,,147,1,1,正向
景觀特二區8帳包區這邊的草皮真的很整齊很美不過以景觀來說應該是特一區6帳那邊的景色會比較棒不過看到這種整齊的草坪很明顯會感受到營主有認真照顧特2區旁邊就有大冰箱而且是上層可冷凍下層可冷藏樓梯往上走是觀景台上面空空的有一圈圍欄看出去的景色也很壯觀往下走是浴室+化妝室+小便斗化妝室共有三間兩間蹲式一間坐式都滿乾淨的小便斗各有兩個浴室共有5間每一間都有置物架但門上沒有掛鉤最靠近廁所那間洗澡最棒水溫最穩定不會忽冷忽熱可是有點難調到最適當的溫度靠左一點太熱靠右右超冰從廁所數過去第二間浴室大家洗澡都說沒熱水第三-第五間都是水溫不太穩定會忽冷忽熱的有小孩的建議帶個RV桶裝溫水或是蓮蓬頭的水一直開著洗完走出來外面有一台吹風機可以使用露營場地的話特2區共有4個水槽+4個breaker開關搭帳的空間算很大不過如果8帳都是一房一廳應該要擠一擠特二區共有2個大垃圾桶包區的話2個大垃圾桶夠用10月初來露營蚊蟲比想像中少下午很適合小睡片刻涼爽的溫度很宜人大概23-25度左右15:00過後就涼爽舒服20:00過後需要搭件外套整體是很棒的露營場地️努力搶營位沒有辜負期待,正向,5,1,2023/5/9,,148,1,1,正向
環境不錯，夜景很好。但營主要求比較多，可能是年紀大了不方便管理。總體而言還可以。,正向,3,1,2022/5/6,,149,0,1,中立
蚊子有點多，防蚊措施要做好就可以露的很開心,正向,5,1,2018/2/22,,150,1,1,正向
剛辦完十幾人的露營，老闆老闆娘很好客，場地幽美很乾淨，草地維持得很好，廁所都有定時巡維持整潔，超適合小包區！尤其有提供帳篷租借，很適合新手或初露體驗，租借的帳篷很新還會幫你搭好也不用收帳，超方便！,正向,5,1,2021/5/8,,151,1,1,正向
第二次露營總會覺得很期待又緊張，因為裝備好不好的問題，營主人很好隨時都會尋一下…營區有盪鞦韆、玩沙區、玩水區（還沒夏天沒開放）孩子們都最愛，還有小型版籃球場（但希望能修繕）衛浴間都保持的很乾淨，場地大環繞在大樹下很舒服。 …,正向,5,1,2024/4/8,,152,1,1,正向
環境整潔，但園區非常小，洗手台數量有限，廁所無提供衛生紙。入住前看了營區規定，明定10:30後禁止喧嘩，但過年期間到11:00仍有人在放煙火，這就算了，甚至半夜1點多不少人在高談闊論，也不見營區有任何管理，蠻傻眼的⋯兩顆星一顆給地點方便，另一顆給乾淨的廁所,負向,2,1,2023/5/7,,153,-1,1,負向
會放鳥的營主，標記勿踩雷,負向,1,1,2019/5/8,,154,-1,1,負向
去的道路是十分顛簸的水泥路面有臨時用水電紮營地面是草地，有時泥濘廁所4間，會有很多蛾浴室4間，有2間壞了，水泥牆面，不透風,負向,2,1,2023/5/8,,155,-1,1,負向
"1.建議廁所,淋浴間,加墊高式的格子防滑板,這樣比較安全,踩上去感覺也比較乾淨2.淋浴間沒熱水...3.人多收費應該有些優惠,這樣主辦找人會比較容易帶小朋友溪邊烤肉戲水還算不錯...",中立,4,1,2020/5/8,,156,1,1,正向
營位位置大小跟網站不同。進去都尚未看到營位，就馬上問尾款…感覺就很差。當我們準備搭方形天幕…才發現，根本太小無法搭。（我們在草皮一區，單帳那邊）方形天幕大小是440*550…，營區網站上標示營位是5*5………。給大家參考。沒其他意思。,負向,3,1,2017/7/14,,157,0,1,中立
超棒營區 營主很熱心 大推 還很多營位 營主就不收了 說要保留大空間,正向,5,1,2020/12/6,,158,1,1,正向
天然冷氣 營區很大 營位也很大  望山放空 衛生衛浴用品自備 衛浴陽春乾淨,正向,5,1,2023/8/7,,159,1,1,正向
第一次露營初體驗。第一次的露營經驗就獻給了 鶴里翁好玩的泳池 釣魚 烤肉趴美中不足的就是晚上的 螞蟻大軍吃飯要秒速 不然就是螞蟻大餐,中立,4,1,2022/10/7,,160,1,1,正向
環境很好，廁所也很乾淨！可以自備釣竿去旁邊的溪邊釣魚但唯一缺點螞蟻跟小黑蚊很多！ …,中立,5,1,2023/8/8,,161,1,1,正向
營區還可以 很可惜隔壁帳的露友在帳邊醒著時平均45分鐘抽一支煙破壞了原先森林的好空氣 勸也勸不走與營主反應換位沒有回應整整吸了兩天二手菸建議規劃吸菸區,負向,2,1,2023/6/6,,162,-1,1,負向
營主很用心，經常會看到營主整理環境，還會擦拭溜滑梯，拍照洗出來，水壓很穩，浴廁乾淨。,正向,5,1,2023/11/7,,163,1,1,正向
營主熱心，營地扎在最高點，車子要有一定的性能，可看到山谷間廁所衛浴方便,正向,5,1,2021/5/7,,164,1,1,正向
非常舒適的營區，帳數不多～衛浴非常乾淨！營主闆娘跟兒子非常熱情好客！,正向,5,1,2023/5/7,,165,1,1,正向
非常不推薦此營地，想來的人要三思！愛露營系統及臉書粉專都顯示A區雨棚規劃七帳，到現場後才發現營主私自在A區雨棚前方的空地規劃數個草皮營位，並且沒有公開公告A區的實際收帳帳數，企圖誤導透過愛露營訂位的客人誤以為A區真的只收七帳。樓下的B區規劃非常擁擠，B區的露友不斷前往A區空間活動。整體非常沒有品質。,負向,1,1,2023/5/6,,166,-1,1,負向
小孩玩耍地方安全看的到，場地規劃不錯，進營地的路好開，營主非常熱情且幽默，環境整齊乾淨，很棒的一個營區，剛好遇到下雨，不然會多待幾天,正向,5,1,2019/5/7,,167,1,1,正向
草地環境乾淨，每區皆有衛浴使用上很方便，衛浴很乾淨，營主一早就會來打掃清潔，衛浴24H熱水穩定提供，衛浴旁洗手台有附熱水真的很貼心，美中不足的就是沒燈，要自備。雖然上D、E、F有陡外，雨棚區夠大，一房一廳放下去還有位置很推，這營地大推，值得再去。,正向,5,1,2022/5/7,,168,1,1,正向
廁所乾淨，場地舒適，營主待人親切，推薦推薦！,正向,5,1,2022/5/7,,169,1,1,正向
環境。廁所很乾淨!營主很親切!唯一可惜鄰近廁所旁的A雨棚區五點多開始早跟半夜晚都很吵!,中立,5,1,2023/5/8,,170,1,1,正向
會想回露的好營地。老闆人非常熱心人也很好~也會教露營技巧~廁所浴室分開，乾淨外熱水也很足!!晚上可以抓野生溪蝦挺有趣!,正向,5,1,2020/11/3,,171,1,1,正向
可以不給星寧願不給，態度太差。在公共空間，也是態度不好什麼，不會再來，有夠差的。,負向,1,1,2023/5/7,,172,-1,1,負向
阿公阿嬤人真的很好  雖然露營區比較山上 但是是偶爾脫離城市喧囂的好地方 環境乾淨 景色很美 晚上還有很多螢火蟲以及在都市裡看不到的美麗星空 是去了回來絕對不會後悔的地方,正向,5,1,2023/6/7,,173,1,1,正向
抵達營地的前十分鐘山路較崎嶇，建議底盤偏低的車要考慮，也不建議夜衝；營地草坪遼闊、廁所乾淨，但蒼蠅非常多，營主說是隔壁茶園在施肥飛過來，營主很貼心的提供補蠅板，但黏了十幾片還是非常多⋯建議來之前可以先詢問營主。,負向,3,1,2023/5/8,,174,0,1,中立
營區乾淨整潔、營主夫妻熱情親切裡面有腳踏車、皮球、羽毛球、呼拉圈可以借，還有盪鞦韆、溜滑梯跟沙坑可以讓小孩玩超久～浴室乾淨，層架多很方便！晚上竟然還有賞螢時間！滿滿的螢火蟲實在太美了～但夏天來記得多帶防蚊液呦！,正向,5,1,2023/5/7,,175,1,1,正向
大年初四初五來露營位於九份二山至高點的露營區360度都沒有障礙物東邊看日出西邊看日落 晚上看夜景可惜沒有看到雲海早晚溫差極大需做好保暖衛浴水廁清潔乾淨沐浴乳與洗髮精需自備水壓強熱水充足,正向,5,1,2024/3/9,,176,1,1,正向
親切的老闆娘，有交朋友的感覺，讓人又想來露營。洗手間清潔乾淨。,正向,5,1,2024/3/7,,177,1,1,正向
我們是2月中去的，我是訂D區，剛好自己人包區，整體營區乾淨也沒有蚊蟲，但有狗回來翻廚餘，要把廚餘放好，廁所衛浴也都乾淨，熱水也很熱，但D區的冷熱水調節器可能有點問題，熱水會突然超燙，洗的時候大家小心，不然就到營本部那層去洗，還有老闆跟老闆娘人都很熱情會發小玩具跟玉米給有小朋友的露友們，雖然營區沒有景色能看，但沿路有美景，如果天氣不錯可以開車下到半山腰上看景拍拍照，最重要的還有路程好不好開，路算大好開，但5：30左右後可能起霧的機率很高，營主說因為冷熱交替就會這樣，上到營區就沒有霧了，所以夜衝路不好開可視範圍約1公尺而已要很小心開，白天就一切正常很好開了，最後還有營區跟南庄老街約30分鐘的車程。n_n,正向,4,1,2023/5/7,,178,1,1,正向
五葉松露營區。營主很熱情招呼，適合親子遊玩的場地，森林超棒,正向,5,1,2021/4/4,,179,1,1,正向
"環境清幽, 空間充足, 櫻花盛開時很美, 需注意防曬, 冰箱僅一台共用要走到最下層入口處, 衛廁稍嫌簡陋、整潔度可再加強。",中立,4,1,2023/5/7,,180,1,1,正向
